mean_predicted_probability,fraction_of_positives
0.0,0.0
0.001634321316097639,0.0
0.003308880939386063,0.0
0.005595105663610876,0.0
0.008560410074811007,0.0
0.013800051039319626,0.0
0.02541603661433468,0.025
0.0488471773534728,0.05172413793103448
0.10394318214137563,0.07627118644067797
0.49473773373366836,0.5378151260504201
